Internship_ID,Title,Company,Location,Education_Level,Skills_Required,Sector,Duration_Months,Stipend_Range,Mode,Application_Deadline,Industry,Job_Description,Benefits,Number_of_Openings
660,Internship 660,Company 660,Delhi,MBA,"HTML, UI/UX",Healthcare,1,5333-39070,Offline,2025-06-20,Tech,"This internship requires skills in CSS, Accounting and relevant experience.",Flexible Hours,1
661,Internship 661,Company 661,Delhi,MBA,"SQL, Python, UI/UX",Operations,5,10699-22010,Offline,2025-03-02,AI,"This internship requires skills in UI/UX, Finance, Data Analysis and relevant experience.",Stipend,8
662,Internship 662,Company 662,Chennai,M.Com,"ML, Java, UI/UX",Marketing,4,6803-30411,Online,2025-01-17,Healthcare,"This internship requires skills in Marketing, AI, JavaScript, Project Management and relevant experience.",Letter of Recommendation,8
663,Internship 663,Company 663,Bangalore,MBA,"Deep Learning, Excel, Finance, NLP, Communication",Healthcare,3,9665-39383,Hybrid,2025-01-20,AI,"This internship requires skills in Data Analysis, Communication, Deep Learning, CSS and relevant experience.",Networking,2
664,Internship 664,Company 664,Hyderabad,MBA,"SEO, Marketing, Deep Learning, Communication",Healthcare,3,15881-27889,Hybrid,2025-11-18,Tech,"This internship requires skills in Python, Accounting, JavaScript and relevant experience.",Letter of Recommendation,1
665,Internship 665,Company 665,Mumbai,PhD,"Marketing, SQL, CSS, UI/UX, Project Management",Design,2,8083-38787,Online,2025-10-05,Healthcare,"This internship requires skills in NLP, SQL, Python, UI/UX, C++ and relevant experience.",Flexible Hours,6
666,Internship 666,Company 666,Kolkata,B.Tech,"SQL, Project Management",AI,1,10695-39086,Online,2025-01-02,AI,"This internship requires skills in Data Analysis, JavaScript, NLP, Excel, Accounting and relevant experience.",Certificate,9
667,Internship 667,Company 667,Kolkata,BBA,"Marketing, Data Analysis",Education,2,10703-21288,Offline,2025-01-25,Finance,"This internship requires skills in Data Analysis, Accounting, ML and relevant experience.",Flexible Hours,9
668,Internship 668,Company 668,Chennai,PhD,"NLP, Marketing, ML, Data Analysis",Design,2,11321-33648,Online,2025-05-01,AI,"This internship requires skills in Finance, HTML, C++ and relevant experience.",Letter of Recommendation,8
669,Internship 669,Company 669,Kolkata,PhD,"ML, Java, Excel",Education,5,5773-30927,Hybrid,2025-02-21,Healthcare,"This internship requires skills in Marketing, SQL, Java and relevant experience.",Flexible Hours,10
670,Internship 670,Company 670,Bangalore,PhD,"SEO, HTML",Finance,1,11319-22040,Online,2025-02-19,Education,"This internship requires skills in Deep Learning, NLP, Finance and relevant experience.",Stipend,1
671,Internship 671,Company 671,Kolkata,M.Com,"UI/UX, HTML",Healthcare,1,7361-25050,Hybrid,2025-09-11,Finance,"This internship requires skills in HTML, AI, CSS and relevant experience.",Letter of Recommendation,3
672,Internship 672,Company 672,Delhi,M.Com,"Finance, AI, NLP, Python, Excel",Finance,2,7446-40211,Hybrid,2025-09-22,Tech,"This internship requires skills in C++, Accounting, SEO, Marketing and relevant experience.",Flexible Hours,4
673,Internship 673,Company 673,Bangalore,M.Com,"Marketing, Finance",Finance,2,9999-24344,Offline,2025-04-23,Finance,"This internship requires skills in NLP, Project Management, Communication, UI/UX, Deep Learning and relevant experience.",Certificate,9
674,Internship 674,Company 674,Hyderabad,MBA,"ML, C++, NLP, SEO, Python",Technology,1,17255-47975,Online,2025-05-25,AI,"This internship requires skills in Accounting, SQL, NLP and relevant experience.",Certificate,9
675,Internship 675,Company 675,Delhi,MBA,"CSS, NLP, Java, Project Management",Research,3,5864-41056,Hybrid,2025-02-16,Healthcare,"This internship requires skills in Finance, AI, Marketing, C++ and relevant experience.",Flexible Hours,2
676,Internship 676,Company 676,Kolkata,M.Com,"JavaScript, Python, CSS, UI/UX, Project Management",Technology,4,12544-26205,Hybrid,2025-11-16,Education,"This internship requires skills in JavaScript, Finance and relevant experience.",Flexible Hours,5
677,Internship 677,Company 677,Bangalore,B.Com,"Accounting, SEO, UI/UX, C++, JavaScript",Finance,6,13504-28264,Offline,2025-03-08,Marketing,"This internship requires skills in Project Management, Excel, Accounting, HTML and relevant experience.",Certificate,3
678,Internship 678,Company 678,Hyderabad,B.Tech,"SQL, Java, Communication, ML",AI,5,9626-47545,Offline,2025-06-12,Tech,"This internship requires skills in AI, HTML, Accounting, Finance, UI/UX and relevant experience.",Certificate,6
679,Internship 679,Company 679,Delhi,B.Com,"Finance, Java",Technology,6,12544-38252,Online,2025-01-17,Education,"This internship requires skills in Java, Excel and relevant experience.",Letter of Recommendation,5
680,Internship 680,Company 680,Hyderabad,PhD,"Excel, Accounting",Healthcare,3,8722-38643,Online,2025-04-12,Finance,"This internship requires skills in C++, Communication, Java, Finance and relevant experience.",Flexible Hours,3
681,Internship 681,Company 681,Pune,BBA,"SQL, Python, UI/UX, JavaScript",AI,4,9922-28477,Offline,2025-01-01,Marketing,"This internship requires skills in Python, C++ and relevant experience.",Letter of Recommendation,9
682,Internship 682,Company 682,Mumbai,B.Com,"Deep Learning, Project Management",Operations,6,18374-32029,Online,2025-02-12,Tech,"This internship requires skills in NLP, C++, Data Analysis, Accounting and relevant experience.",Networking,6
683,Internship 683,Company 683,Hyderabad,BBA,"JavaScript, SQL, NLP, Marketing, Python",AI,3,18349-36458,Offline,2025-05-02,Tech,"This internship requires skills in HTML, Communication and relevant experience.",Stipend,10
684,Internship 684,Company 684,Pune,M.Tech,"CSS, Data Analysis",Technology,2,13511-44572,Offline,2025-06-24,Marketing,"This internship requires skills in UI/UX, Accounting and relevant experience.",Stipend,10
685,Internship 685,Company 685,Mumbai,M.Tech,"Java, ML, SEO, Communication, HTML",Finance,3,19808-24305,Hybrid,2025-02-12,Marketing,"This internship requires skills in Python, SQL and relevant experience.",Networking,3
686,Internship 686,Company 686,Kolkata,MBA,"Communication, Excel, Data Analysis, Deep Learning",Technology,6,19821-31434,Hybrid,2025-01-05,Healthcare,"This internship requires skills in Excel, Data Analysis, Marketing, SEO, SQL and relevant experience.",Stipend,9
687,Internship 687,Company 687,Chennai,M.Tech,"Accounting, SEO, Java",Healthcare,6,11495-22160,Online,2025-05-11,Education,"This internship requires skills in Project Management, Communication, SEO, NLP and relevant experience.",Networking,3
688,Internship 688,Company 688,Pune,M.Tech,"Deep Learning, Accounting, Marketing",Marketing,5,12322-49190,Offline,2025-05-21,AI,"This internship requires skills in Finance, SEO, C++, CSS, Data Analysis and relevant experience.",Networking,1
689,Internship 689,Company 689,Delhi,B.Com,"Data Analysis, SEO",Finance,6,9361-20419,Hybrid,2025-01-27,AI,"This internship requires skills in UI/UX, Deep Learning and relevant experience.",Stipend,10
690,Internship 690,Company 690,Kolkata,MBA,"Excel, JavaScript, Accounting, Project Management",Finance,6,12591-47695,Offline,2025-12-23,Healthcare,"This internship requires skills in Data Analysis, Communication and relevant experience.",Certificate,6
691,Internship 691,Company 691,Mumbai,M.Com,"JavaScript, NLP, UI/UX, SQL",AI,3,13348-31771,Online,2025-06-15,AI,"This internship requires skills in Accounting, Project Management, UI/UX and relevant experience.",Stipend,9
692,Internship 692,Company 692,Delhi,BBA,"Data Analysis, Marketing",AI,1,17829-48559,Hybrid,2025-01-05,Education,"This internship requires skills in Marketing, SEO and relevant experience.",Networking,4
693,Internship 693,Company 693,Delhi,M.Tech,"AI, Project Management, CSS",Design,6,6122-45423,Online,2025-11-11,Healthcare,"This internship requires skills in UI/UX, HTML, CSS, Data Analysis, NLP and relevant experience.",Letter of Recommendation,4
694,Internship 694,Company 694,Mumbai,M.Tech,"ML, NLP, UI/UX",Healthcare,6,8232-41530,Offline,2025-06-11,AI,"This internship requires skills in Deep Learning, Communication, UI/UX and relevant experience.",Certificate,3
695,Internship 695,Company 695,Kolkata,B.Tech,"AI, Communication, NLP",Finance,4,7541-42783,Online,2025-03-10,Healthcare,"This internship requires skills in Communication, Java, C++, SQL and relevant experience.",Stipend,6
696,Internship 696,Company 696,Hyderabad,BBA,"HTML, Deep Learning, SEO",Research,2,13483-24543,Online,2025-05-06,Healthcare,"This internship requires skills in Excel, Project Management and relevant experience.",Flexible Hours,5
697,Internship 697,Company 697,Chennai,PhD,"AI, Communication",Marketing,4,16683-21228,Online,2025-10-26,Tech,"This internship requires skills in HTML, Marketing, Communication, UI/UX, CSS and relevant experience.",Certificate,5
698,Internship 698,Company 698,Chennai,M.Com,"NLP, Java",Healthcare,3,13609-43064,Offline,2025-07-10,Finance,"This internship requires skills in Marketing, SEO and relevant experience.",Letter of Recommendation,3
699,Internship 699,Company 699,Kolkata,M.Com,"Data Analysis, Project Management",Research,5,11801-21767,Hybrid,2025-03-23,Finance,"This internship requires skills in NLP, CSS, Marketing and relevant experience.",Certificate,7
700,Internship 700,Company 700,Bangalore,B.Com,"AI, Excel",AI,3,10433-21734,Offline,2025-03-25,Tech,"This internship requires skills in SQL, Marketing and relevant experience.",Stipend,8
701,Internship 701,Company 701,Mumbai,PhD,"C++, Finance, ML, SQL, Excel",Research,2,17121-33839,Online,2025-09-25,Marketing,"This internship requires skills in Marketing, Finance, Accounting and relevant experience.",Certificate,7
702,Internship 702,Company 702,Mumbai,B.Tech,"Accounting, ML",E-commerce,5,19376-28155,Hybrid,2025-08-12,Tech,"This internship requires skills in Excel, Data Analysis, AI, ML and relevant experience.",Stipend,9
703,Internship 703,Company 703,Bangalore,M.Tech,"JavaScript, ML, AI, UI/UX",Design,3,13921-24319,Hybrid,2025-09-01,Healthcare,"This internship requires skills in SQL, Excel, AI, Java, ML and relevant experience.",Letter of Recommendation,1
704,Internship 704,Company 704,Mumbai,MBA,"Communication, NLP, C++, HTML, Accounting",Education,6,7375-49459,Offline,2025-02-12,Finance,"This internship requires skills in Marketing, CSS, Finance, Excel and relevant experience.",Networking,8
705,Internship 705,Company 705,Mumbai,PhD,"SEO, Project Management, SQL, HTML, JavaScript",Finance,1,7007-41004,Online,2025-04-05,Marketing,"This internship requires skills in Python, Communication, C++ and relevant experience.",Letter of Recommendation,1
706,Internship 706,Company 706,Kolkata,PhD,"Excel, CSS, SEO, Marketing",E-commerce,4,8191-23429,Hybrid,2025-04-19,Education,"This internship requires skills in Excel, Communication and relevant experience.",Networking,1
707,Internship 707,Company 707,Bangalore,B.Com,"NLP, Deep Learning",Technology,6,13934-24541,Online,2025-05-10,AI,"This internship requires skills in Data Analysis, SQL, Project Management, HTML, SEO and relevant experience.",Networking,6
708,Internship 708,Company 708,Pune,BBA,"Project Management, AI, SQL, Data Analysis, HTML",AI,5,15766-35860,Offline,2025-07-21,Education,"This internship requires skills in Finance, Project Management and relevant experience.",Stipend,2
709,Internship 709,Company 709,Chennai,B.Com,"Data Analysis, Python, SQL, Project Management",AI,6,15798-32643,Online,2025-05-23,Marketing,"This internship requires skills in Communication, ML, Accounting and relevant experience.",Networking,5
710,Internship 710,Company 710,Delhi,BBA,"CSS, UI/UX",Finance,4,14263-43652,Hybrid,2025-09-01,Marketing,"This internship requires skills in Java, UI/UX, Finance, SQL and relevant experience.",Networking,8
711,Internship 711,Company 711,Mumbai,B.Com,"Communication, Java, SEO",Marketing,4,18946-40330,Offline,2025-02-11,Finance,"This internship requires skills in Finance, Deep Learning, ML, SEO and relevant experience.",Certificate,5
712,Internship 712,Company 712,Hyderabad,PhD,"Communication, NLP",Design,4,16790-32629,Offline,2025-09-09,Finance,"This internship requires skills in HTML, JavaScript, Data Analysis and relevant experience.",Networking,7
713,Internship 713,Company 713,Hyderabad,PhD,"UI/UX, Deep Learning",E-commerce,1,8096-30594,Hybrid,2025-06-12,Tech,"This internship requires skills in Java, Python, NLP and relevant experience.",Networking,10
714,Internship 714,Company 714,Delhi,M.Tech,"Communication, CSS, JavaScript",Research,4,13033-37425,Online,2025-10-10,Healthcare,"This internship requires skills in Accounting, Marketing and relevant experience.",Stipend,5
715,Internship 715,Company 715,Delhi,B.Tech,"C++, Communication, SEO, SQL",Technology,6,17073-22547,Online,2025-08-27,Marketing,"This internship requires skills in SEO, Deep Learning and relevant experience.",Flexible Hours,6
716,Internship 716,Company 716,Bangalore,M.Tech,"Data Analysis, Marketing, NLP",Technology,3,17055-20223,Online,2025-04-06,Education,"This internship requires skills in Python, Excel and relevant experience.",Stipend,1
717,Internship 717,Company 717,Bangalore,PhD,"Data Analysis, HTML, Finance, UI/UX, CSS",Research,4,13913-44118,Offline,2025-09-07,Healthcare,"This internship requires skills in Project Management, AI, Data Analysis, Finance and relevant experience.",Certificate,10
718,Internship 718,Company 718,Kolkata,MBA,"Accounting, CSS",Research,6,18346-41141,Online,2025-03-28,Healthcare,"This internship requires skills in NLP, AI and relevant experience.",Networking,10
719,Internship 719,Company 719,Bangalore,M.Com,"Marketing, Deep Learning, SEO, C++",Research,2,19642-27757,Hybrid,2025-05-12,Marketing,"This internship requires skills in Excel, NLP and relevant experience.",Networking,9
720,Internship 720,Company 720,Hyderabad,B.Tech,"CSS, ML, Deep Learning, JavaScript, NLP",E-commerce,1,18669-33408,Online,2025-06-19,Finance,"This internship requires skills in C++, JavaScript, ML, Finance and relevant experience.",Letter of Recommendation,9
721,Internship 721,Company 721,Delhi,BBA,"SQL, Accounting, NLP, ML, Deep Learning",Finance,1,17017-40600,Online,2025-02-06,Education,"This internship requires skills in Accounting, SQL and relevant experience.",Flexible Hours,1
722,Internship 722,Company 722,Mumbai,PhD,"CSS, ML, Marketing",Research,6,10378-34979,Offline,2025-03-20,Finance,"This internship requires skills in CSS, C++, SEO, JavaScript and relevant experience.",Flexible Hours,6
723,Internship 723,Company 723,Pune,B.Com,"HTML, Excel, AI",Marketing,4,18806-26494,Online,2025-05-23,AI,"This internship requires skills in Accounting, Excel, AI, Marketing, CSS and relevant experience.",Stipend,8
724,Internship 724,Company 724,Delhi,M.Com,"ML, Project Management, CSS, Data Analysis, Excel",Education,2,5233-42259,Hybrid,2025-11-01,Marketing,"This internship requires skills in JavaScript, Python, Project Management, SQL, Marketing and relevant experience.",Letter of Recommendation,4
725,Internship 725,Company 725,Bangalore,PhD,"ML, AI",E-commerce,4,8201-45123,Offline,2025-02-23,Healthcare,"This internship requires skills in Project Management, ML, SQL and relevant experience.",Stipend,9
